title_x,year,main_genre,director,top_actors,budget,revenue,popularity,vote_average,runtime,success,decade
Must Love Dogs,2005.0,Comedy,Gary David Goldberg,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins']",30000000,58405313,11.120167,5.8,98.0,1,2000.0
Donnie Brasco,1997.0,Crime,Mike Newell,"['Johnny Depp', 'Al Pacino', 'Michael Madsen']",35000000,41954997,40.370442,7.4,127.0,1,1990.0
Resident Evil,2002.0,Horror,Paul W.S. Anderson,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius']",33000000,102984862,40.715623,6.4,100.0,1,2000.0
Poltergeist,1982.0,Horror,Tobe Hooper,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight']",10700000,122200000,36.230204,7.0,114.0,1,1980.0
Max Payne,2008.0,Action,John Moore,"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges']",35000000,85416905,25.903237,5.2,100.0,1,2000.0
In Time,2011.0,Action,Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']",40000000,173930596,60.231382,6.7,109.0,1,2010.0
The Back-Up Plan,2010.0,Comedy,Alan Poul,"['Jennifer Lopez', ""Alex O'Loughlin"", 'Danneel Ackles']",35000000,77477008,18.38292,5.7,106.0,1,2010.0
Something Borrowed,2011.0,Comedy,Luke Greenfield,"['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski']",35000000,59901913,14.029012,5.9,112.0,1,2010.0
The Bad News Bears,1976.0,Comedy,Michael Ritchie,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza']",35000000,35323292,6.889633,6.9,102.0,1,1970.0
Street Fighter,1994.0,Action,Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']",35000000,99423521,19.286099,4.1,102.0,1,1990.0
The Pianist,2002.0,Drama,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']",35000000,120072577,50.587541,8.0,150.0,1,2000.0
House of Wax,2005.0,Horror,Jaume Collet-Serra,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt']",40000000,68766121,17.157738,5.5,113.0,1,2000.0
Closer,2004.0,Drama,Mike Nichols,"['Julia Roberts', 'Jude Law', 'Natalie Portman']",27000000,115505027,22.636908,6.7,104.0,1,2000.0
J. Edgar,2011.0,Drama,Clint Eastwood,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson']",35000000,84606030,28.069419,6.0,137.0,1,2010.0
Mirrors,2008.0,Horror,Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart']",35000000,72436439,19.774543,6.0,110.0,1,2000.0
Queen of the Damned,2002.0,Drama,Michael Rymer,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']",35000000,45479110,11.644243,5.4,101.0,1,2000.0
Predator 2,1990.0,Science Fiction,Stephen Hopkins,"['Kevin Peter Hall', 'Danny Glover', 'Gary Busey']",35000000,57120318,27.934978,5.9,108.0,1,1990.0
Untraceable,2008.0,Drama,Gregory Hoblit,"['Diane Lane', 'Billy Burke', 'Colin Hanks']",35000000,32483410,12.677505,5.9,101.0,0,2000.0
Blast from the Past,1999.0,Comedy,Hugh Wilson,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken']",35000000,40263020,8.737058,6.3,112.0,1,1990.0
Flash Gordon,1980.0,Science Fiction,Mike Hodges,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow']",35000000,27107960,12.343507,6.1,111.0,0,1980.0
Jersey Girl,2004.0,Comedy,Kevin Smith,"['Ben Affleck', 'Raquel Castro', 'Liv Tyler']",35000000,36098382,14.699342,5.8,102.0,1,2000.0
Alex Cross,2012.0,Action,Rob Cohen,"['Tyler Perry', 'Rachel Nichols', 'Jean Reno']",45000000,30353232,14.513243,5.1,101.0,0,2010.0
Midnight in the Garden of Good and Evil,1997.0,Crime,Clint Eastwood,"['John Cusack', 'Kevin Spacey', 'Jude Law']",35000000,25105255,5.525544,6.3,155.0,0,1990.0
Heist,2015.0,Crime,Scott Mann,"['Jeffrey Dean Morgan', 'Robert De Niro', 'Kate Bosworth']",8900000,4100000,15.079993,5.6,93.0,0,2010.0
Nanny McPhee and the Big Bang,2010.0,Comedy,Susanna White,"['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes']",35000000,93246388,23.835055,6.0,109.0,1,2010.0
The X Files: I Want to Believe,2008.0,Drama,Chris Carter,"['David Duchovny', 'Gillian Anderson', 'Amanda Peet']",30000000,68369434,25.454549,5.5,104.0,1,2000.0
Ella Enchanted,2004.0,Family,Tommy O'Haver,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes']",31000000,27388767,22.71592,5.9,96.0,0,2000.0
Concussion,2015.0,Drama,Peter Landesman,"['Will Smith', 'Alec Baldwin', 'Albert Brooks']",35000000,50363790,35.120736,7.0,123.0,1,2010.0
Abduction,2011.0,Thriller,John Singleton,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina']",35000000,82087155,19.893646,5.6,106.0,1,2010.0
Valiant,2005.0,Animation,Gary Chapman,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry']",35000000,19478106,14.051852,5.2,76.0,0,2000.0
Superhero Movie,2008.0,Action,Craig Mazin,"['Drake Bell', 'Sara Paxton', 'Leslie Nielsen']",35000000,25871834,19.088655,4.9,85.0,0,2000.0
Broken City,2013.0,Thriller,Allen Hughes,"['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones']",56000000,19701164,29.490057,5.7,109.0,0,2010.0
Cursed,2005.0,Horror,Wes Craven,"['Portia de Rossi', 'Christina Ricci', 'Jesse Eisenberg']",35000000,19294901,11.195593,5.1,97.0,0,2000.0
Premium Rush,2012.0,Crime,David Koepp,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez']",35000000,31083599,17.709888,6.2,91.0,0,2010.0
Hot Pursuit,2015.0,Action,Anne Fletcher,"['Reese Witherspoon', 'Sofía Vergara', 'Michael Mosley']",35000000,51680201,18.262017,5.4,87.0,1,2010.0
The Four Feathers,2002.0,War,Shekhar Kapur,"['Heath Ledger', 'Wes Bentley', 'Kate Hudson']",35000000,29882645,10.10364,6.5,132.0,0,2000.0
Parker,2013.0,Action,Taylor Hackford,"['Jason Statham', 'Jennifer Lopez', 'Nick Nolte']",35000000,46216641,28.670477,5.7,118.0,1,2010.0
Wimbledon,2004.0,Comedy,Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany', 'Sam Neill']",31000000,41512007,16.736734,6.0,98.0,1,2000.0
Furry Vengeance,2010.0,Comedy,Roger Kumble,"['Brendan Fraser', 'Ken Jeong', 'Brooke Shields']",35000000,39340177,13.668633,4.6,92.0,1,2010.0
Krull,1983.0,Fantasy,Peter Yates,"['Ken Marshall', 'Lysette Anthony', 'Francesca Annis']",27000000,16519460,9.904881,5.8,117.0,0,1980.0
Lions for Lambs,2007.0,Action,Robert Redford,"['Robert Redford', 'Meryl Streep', 'Tom Cruise']",35000000,63215872,9.789027,6.0,92.0,1,2000.0
Walk Hard: The Dewey Cox Story,2007.0,Comedy,Jake Kasdan,"['John C. Reilly', 'Jenna Fischer', 'Tim Meadows']",35000000,18317151,10.73522,6.6,96.0,0,2000.0
American Outlaws,2001.0,Action,Les Mayfield,"['Colin Farrell', 'Scott Caan', 'Ali Larter']",35000000,13678913,6.727949,5.7,94.0,0,2000.0
The Young Victoria,2009.0,Drama,Jean-Marc Vallée,"['Emily Blunt', 'Jim Broadbent', 'Mark Strong']",35000000,27409889,16.343317,7.0,105.0,0,2000.0
Whiteout,2009.0,Action,Dominic Sena,"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt']",40000000,12206028,14.818718,5.3,101.0,0,2000.0
The Tree of Life,2011.0,Drama,Terrence Malick,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain']",32000000,54674226,43.862456,6.5,139.0,1,2010.0
Sabotage,2014.0,Action,David Ayer,"['Arnold Schwarzenegger', 'Sam Worthington', 'Mireille Enos']",35000000,17508518,27.903999,5.5,110.0,0,2010.0
The Order,2003.0,Drama,Brian Helgeland,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann']",35000000,11560806,3.746806,4.8,102.0,0,2000.0
Punisher: War Zone,2008.0,Action,Lexi Alexander,"['Ray Stevenson', 'Dominic West', 'Julie Benz']",20500000,10089373,17.112498,5.6,102.0,0,2000.0
Zoom,2006.0,Family,Peter Hewitt,"['Tim Allen', 'Courteney Cox', 'Chevy Chase']",35000000,12506188,10.304172,4.9,83.0,0,2000.0
The Walk,2015.0,Adventure,Robert Zemeckis,"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon']",35000000,61181942,37.335721,6.9,123.0,1,2010.0
A Good Year,2006.0,Comedy,Ridley Scott,"['Russell Crowe', 'Marion Cotillard', 'Albert Finney']",35000000,42064105,16.782471,6.5,118.0,1,2000.0
Radio Flyer,1992.0,Drama,Richard Donner,"['Elijah Wood', 'Lorraine Bracco', 'Adam Baldwin']",35000000,4651977,3.503408,6.6,114.0,0,1990.0
Femme Fatale,2002.0,Thriller,Brian De Palma,"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote']",35000000,16838910,9.07278,6.2,114.0,0,2000.0
The Horseman on the Roof,1995.0,War,Jean-Paul Rappeneau,"['Juliette Binoche', 'Olivier Martinez', 'Pierre Arditi']",35000000,15000000,2.877488,6.7,135.0,0,1990.0
Ride with the Devil,1999.0,Drama,Ang Lee,"['Tobey Maguire', 'Skeet Ulrich', 'Jeffrey Wright']",38000000,635096,5.516207,6.6,138.0,0,1990.0
Bandidas,2006.0,Action,Joachim Rønning,"['Penélope Cruz', 'Salma Hayek', 'Dwight Yoakam']",35000000,10496317,20.27704,5.8,93.0,0,2000.0
The Maze Runner,2014.0,Action,Wes Ball,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario']",34000000,348319861,131.815575,7.0,113.0,1,2010.0
Unfinished Business,2015.0,Comedy,Ken Scott,"['Vince Vaughn', 'Dave Franco', 'James Marsden']",35000000,14431253,16.832312,5.0,91.0,0,2010.0
The Age of Innocence,1993.0,Drama,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']",34000000,32255440,9.133747,7.0,139.0,0,1990.0
The Fountain,2006.0,Drama,Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz', 'Ellen Burstyn']",35000000,15304890,24.606012,6.8,96.0,0,2000.0
Chill Factor,1999.0,Action,Hugh Johnson,"['Cuba Gooding Jr.', 'Skeet Ulrich', 'Peter Firth']",70000000,11263966,3.276912,5.3,101.0,0,1990.0
Stolen,2012.0,Action,Simon West,"['Nicolas Cage', 'Malin Åkerman', 'Josh Lucas']",35000000,2106557,16.830184,5.1,96.0,0,2010.0
Ponyo,2008.0,Animation,Hayao Miyazaki,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro']",41677699,187479518,39.58676,7.5,100.0,1,2000.0
The Longest Ride,2015.0,Drama,"George Tillman, Jr.","['Scott Eastwood', 'Britt Robertson', 'Lolita Davidovich']",34000000,63013281,41.946523,7.3,128.0,1,2010.0
The Astronaut's Wife,1999.0,Drama,Rand Ravich,"['Johnny Depp', 'Charlize Theron', 'Joe Morton']",75000000,19598588,20.697556,5.4,109.0,0,1990.0
Mandela: Long Walk to Freedom,2013.0,Drama,Justin Chadwick,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge']",35000000,27330000,15.50957,6.5,141.0,0,2010.0
Reds,1981.0,Drama,Warren Beatty,"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann']",32000000,40382659,4.602185,7.1,195.0,1,1980.0
A Few Good Men,1992.0,Drama,Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",40000000,243240178,40.379966,7.1,138.0,1,1990.0
Exit Wounds,2001.0,Action,Andrzej Bartkowiak,"['Steven Seagal', 'DMX', 'Isaiah Washington']",50000000,79958599,12.601306,5.3,101.0,1,2000.0
Big Momma's House,2000.0,Crime,Raja Gosnell,"['Martin Lawrence', 'Nia Long', 'Paul Giamatti']",30000000,173959438,24.389194,5.6,98.0,1,2000.0
The Darkest Hour,2011.0,Horror,Chris Gorak,"['Emile Hirsch', 'Rachael Taylor', 'Olivia Thirlby']",30000000,64626786,23.328823,4.8,89.0,1,2010.0
Step Up Revolution,2012.0,Music,Scott Speer,"['Kathryn McCormick', 'Ryan Guzman', 'Stephen Boss']",33000000,140470746,29.775441,6.7,99.0,1,2010.0
Snakes on a Plane,2006.0,Action,David R. Ellis,"['Samuel L. Jackson', 'Julianna Margulies', 'Kenan Thompson']",33000000,62022014,19.642328,5.1,105.0,1,2000.0
The Punisher,2004.0,Action,Jonathan Hensleigh,"['Thomas Jane', 'John Travolta', 'Will Patton']",33000000,54700105,35.099611,6.1,124.0,1,2000.0
Goal!: The Dream Begins,2005.0,Drama,Danny Cannon,"['Kuno Becker', 'Alessandro Nivola', 'Anna Friel']",30000000,27610873,16.541791,6.6,118.0,0,2000.0
Safe,2012.0,Action,Boaz Yakin,"['Jason Statham', 'Chris Sarandon', 'James Hong']",30000000,40346186,31.92695,6.3,94.0,1,2010.0
Return of the Jedi,1983.0,Adventure,Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",32350000,572700000,46.509071,7.9,135.0,1,1980.0
Doomsday,2008.0,Action,Neil Marshall,"['Rhona Mitra', 'Bob Hoskins', 'Malcolm McDowell']",30000000,22211426,21.538222,5.8,108.0,0,2000.0
The Reader,2008.0,Drama,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes', 'David Kross']",32000000,113019290,33.923786,7.2,124.0,1,2000.0
Wanderlust,2012.0,Comedy,David Wain,"['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux']",35000000,24159934,20.908494,5.3,98.0,0,2010.0
Elf,2003.0,Comedy,Jon Favreau,"['Will Ferrell', 'James Caan', 'Zooey Deschanel']",32000000,173398518,16.901954,6.4,97.0,1,2000.0
Phenomenon,1996.0,Drama,Jon Turteltaub,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker']",32000000,152036382,15.039407,6.2,123.0,1,1990.0
Nacho Libre,2006.0,Comedy,Jared Hess,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez']",32000000,80197993,14.642055,5.6,92.0,1,2000.0
Bridesmaids,2011.0,Comedy,Paul Feig,"['Kristen Wiig', 'Rose Byrne', 'Maya Rudolph']",32500000,288383523,17.107065,6.5,125.0,1,2010.0
This Is the End,2013.0,Action,Seth Rogen,"['James Franco', 'Jonah Hill', 'Seth Rogen']",32000000,126041322,38.21708,6.3,107.0,1,2010.0
Stigmata,1999.0,Horror,Rupert Wainwright,"['Patricia Arquette', 'Gabriel Byrne', 'Jonathan Pryce']",29000000,50041732,14.993169,6.0,103.0,1,1990.0
Men of Honor,2000.0,Drama,"George Tillman, Jr.","['Robert De Niro', 'Cuba Gooding Jr.', 'Charlize Theron']",32000000,48814909,24.147269,7.0,129.0,1,2000.0
Takers,2010.0,Action,John Luessenhop,"['Chris Brown', 'Hayden Christensen', 'Matt Dillon']",32000000,69055695,18.47242,6.0,107.0,1,2010.0
The Big Wedding,2013.0,Comedy,Justin Zackham,"['Robert De Niro', 'Diane Keaton', 'Katherine Heigl']",35000000,21819348,18.84332,5.7,90.0,0,2010.0
"Big Mommas: Like Father, Like Son",2011.0,Crime,John Whitesell,"['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday']",32000000,83615414,15.901137,5.3,107.0,1,2010.0
Source Code,2011.0,Thriller,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga']",32000000,147332697,59.19888,7.1,93.0,1,2010.0
Alive,1993.0,Action,Frank Marshall,"['Ethan Hawke', 'Vincent Spano', 'Josh Hamilton']",32000000,36733909,14.48851,6.7,120.0,1,1990.0
The Number 23,2007.0,Thriller,Joel Schumacher,"['Jim Carrey', 'Virginia Madsen', 'Logan Lerman']",30000000,77566815,23.197408,6.3,101.0,1,2000.0
The Young and Prodigious T.S. Spivet,2013.0,Adventure,Jean-Pierre Jeunet,"['Kyle Catlett', 'Helena Bonham Carter', 'Judy Davis']",33000000,9494789,10.651202,6.7,105.0,0,2010.0
1941,1979.0,Action,Steven Spielberg,"['Dan Aykroyd', 'Ned Beatty', 'John Belushi']",35000000,31755742,10.032626,5.6,113.0,0,1970.0
A History of Violence,2005.0,Drama,David Cronenberg,"['Viggo Mortensen', 'Maria Bello', 'Heidi Hayes']",32000000,60740827,34.628738,6.9,96.0,1,2000.0
Transporter 2,2005.0,Action,Louis Leterrier,"['Jason Statham', 'Amber Valletta', 'Kate Nauta']",32000000,85167639,47.5612,6.2,87.0,1,2000.0
The Quick and the Dead,1995.0,Action,Sam Raimi,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']",32000000,18552460,16.473355,6.3,107.0,0,1990.0
Laws of Attraction,2004.0,Action,Peter Howitt,"['Pierce Brosnan', 'Julianne Moore', 'Michael Sheen']",28000000,30016165,6.201404,5.6,90.0,1,2000.0
Repo Men,2010.0,Action,Miguel Sapochnik,"['Jude Law', 'Forest Whitaker', 'Alice Braga']",32000000,18409891,25.799697,6.2,111.0,0,2010.0
Dragon Wars: D-War,2007.0,Fantasy,Shim Hyung-Rae,"['Jason Behr', 'Robert Forster', 'Aimee Garcia']",70000000,53587404,4.822033,4.0,90.0,0,2000.0
The Incredible Burt Wonderstone,2013.0,Comedy,Don Scardino,"['Steve Carell', 'Jim Carrey', 'Steve Buscemi']",30000000,27437881,26.9385,5.3,100.0,0,2010.0
Cats Don't Dance,1997.0,Animation,Mark Dindal,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']",32000000,3566637,4.098444,7.1,75.0,0,1990.0
The Good German,2006.0,War,Steven Soderbergh,"['George Clooney', 'Cate Blanchett', 'Tobey Maguire']",32000000,5914908,5.347936,5.9,108.0,0,2000.0
Apocalypse Now,1979.0,Drama,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",31500000,89460381,49.973462,8.0,153.0,1,1970.0
Going the Distance,2010.0,Comedy,Nanette Burstein,"['Drew Barrymore', 'Justin Long', 'Charlie Day']",32000000,42045846,13.611544,6.0,102.0,1,2010.0
Criminal,2016.0,Action,Ariel Vromen,"['Kevin Costner', 'Gary Oldman', 'Tommy Lee Jones']",31500000,14708696,27.891012,5.7,113.0,0,2010.0
Out of Africa,1985.0,Drama,Sydney Pollack,"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer']",31000000,128499205,13.864975,7.0,161.0,1,1980.0
Flight,2012.0,Drama,Robert Zemeckis,"['Denzel Washington', 'Don Cheadle', 'Bruce Greenwood']",31000000,161772375,42.213765,6.5,138.0,1,2010.0
Moonraker,1979.0,Action,Lewis Gilbert,"['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",34000000,210308099,29.887404,5.9,126.0,1,1970.0
The Grand Budapest Hotel,2014.0,Comedy,Wes Anderson,"['Ralph Fiennes', 'Tony Revolori', 'F. Murray Abraham']",30000000,174600318,74.417456,8.0,99.0,1,2010.0
Hearts in Atlantis,2001.0,Drama,Scott Hicks,"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis']",31000000,24185781,7.06762,6.4,101.0,0,2000.0
Arachnophobia,1990.0,Comedy,Frank Marshall,"['Jeff Daniels', 'Harley Jane Kozak', 'Garette Ratliff Henson']",31000000,53208180,15.895661,6.2,103.0,1,1990.0
Frequency,2000.0,Crime,Gregory Hoblit,"['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher']",31000000,68106245,19.258041,7.0,118.0,1,2000.0
Vacation,2015.0,Comedy,John Francis Daley,"['Ed Helms', 'Christina Applegate', 'Skyler Gisondo']",31000000,104384188,47.753598,6.2,99.0,1,2010.0
Get Shorty,1995.0,Comedy,Barry Sonnenfeld,"['John Travolta', 'Gene Hackman', 'Rene Russo']",30250000,115101622,15.585138,6.4,105.0,1,1990.0
Chicago,2002.0,Action,Rob Marshall,"['Catherine Zeta-Jones', 'Renée Zellweger', 'Queen Latifah']",45000000,306776732,32.217425,6.9,113.0,1,2000.0
Big Daddy,1999.0,Comedy,Dennis Dugan,"['Adam Sandler', 'Joey Lauren Adams', 'Kristy Swanson']",34200000,234801895,34.86859,6.1,93.0,1,1990.0
American Pie 2,2001.0,Comedy,J.B. Rogers,"['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein']",30000000,287553595,36.432598,6.0,108.0,1,2000.0
Toy Story,1995.0,Animation,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles']",30000000,373554033,73.640445,7.7,81.0,1,1990.0
Speed,1994.0,Action,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",30000000,350448145,49.526736,6.8,116.0,1,1990.0
The Vow,2012.0,Drama,Michael Sucsy,"['Rachel McAdams', 'Channing Tatum', 'Sam Neill']",30000000,196114570,26.780961,7.0,104.0,1,2010.0
Extraordinary Measures,2010.0,Drama,Tom Vaughan,"['Harrison Ford', 'Brendan Fraser', 'Keri Russell']",31000000,15134293,6.487344,6.0,105.0,0,2010.0
Remember the Titans,2000.0,Drama,Boaz Yakin,"['Denzel Washington', 'Will Patton', 'Ryan Hurst']",30000000,136706683,25.996219,7.4,113.0,1,2000.0
The Hunt for Red October,1990.0,Action,John McTiernan,"['Alec Baldwin', 'Sean Connery', 'Scott Glenn']",30000000,199200000,46.212155,7.2,134.0,1,1990.0
The Butler,2013.0,Drama,Lee Daniels,"['Forest Whitaker', 'David Banner', 'Michael Rainey Jr.']",25000000,115922175,32.105328,7.2,132.0,1,2010.0
DodgeBall: A True Underdog Story,2004.0,Comedy,Rawson Marshall Thurber,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller']",20000000,167722310,41.156217,6.2,92.0,1,2000.0
The Addams Family,1991.0,Horror,Barry Sonnenfeld,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",30000000,191502426,37.179547,6.7,99.0,1,1990.0
Ace Ventura: When Nature Calls,1995.0,Crime,Steve Oedekerk,"['Jim Carrey', 'Ian McNeice', 'Simon Callow']",30000000,212385533,34.391792,6.1,90.0,1,1990.0
The Princess Diaries,2001.0,Comedy,Garry Marshall,"['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo']",37000000,165335153,40.176265,6.5,115.0,1,2000.0
The First Wives Club,1996.0,Comedy,Hugh Wilson,"['Goldie Hawn', 'Bette Midler', 'Diane Keaton']",26000000,116400000,10.704596,6.5,102.0,1,1990.0
Se7en,1995.0,Crime,David Fincher,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow']",33000000,327311859,79.579532,8.1,127.0,1,1990.0
District 9,2009.0,Science Fiction,Neill Blomkamp,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']",30000000,210819611,63.13678,7.3,112.0,1,2000.0
The SpongeBob SquarePants Movie,2004.0,Animation,Stephen Hillenburg,"['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass']",30000000,140161792,27.870755,6.7,87.0,1,2000.0
Mystic River,2003.0,Thriller,Clint Eastwood,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon']",25000000,156822020,31.242999,7.6,138.0,1,2000.0
Million Dollar Baby,2004.0,Drama,Clint Eastwood,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",30000000,216763646,70.456012,7.7,132.0,1,2000.0
Analyze This,1999.0,Comedy,Harold Ramis,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",80000000,176885658,29.415229,6.4,103.0,1,1990.0
The Notebook,2004.0,Romance,Nick Cassavetes,"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands']",29000000,115603229,55.109138,7.7,123.0,1,2000.0
27 Dresses,2008.0,Comedy,Anne Fletcher,"['Katherine Heigl', 'James Marsden', 'Malin Åkerman']",30000000,160259319,30.695228,6.1,111.0,1,2000.0
Hannah Montana: The Movie,2009.0,Comedy,Peter Chelsom,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment']",35000000,155545279,13.788422,6.0,102.0,1,2000.0
Rugrats in Paris: The Movie,2000.0,Adventure,Stig Bergqvist,"['E.G. Daily', 'Susan Sarandon', 'John Lithgow']",30,103,4.590277,6.0,78.0,1,2000.0
The Prince of Tides,1991.0,Drama,Barbra Streisand,"['Nick Nolte', 'Barbra Streisand', 'Blythe Danner']",30000000,74787599,3.845231,5.9,132.0,1,1990.0
Legends of the Fall,1994.0,Adventure,Edward Zwick,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']",30000000,160638883,26.952727,7.2,133.0,1,1990.0
Up in the Air,2009.0,Drama,Jason Reitman,"['George Clooney', 'Vera Farmiga', 'Anna Kendrick']",25000000,163670000,33.704181,6.7,109.0,1,2000.0
About Schmidt,2002.0,Drama,Alexander Payne,"['Jack Nicholson', 'Kathy Bates', 'Hope Davis']",30000000,105834556,19.925026,6.7,125.0,1,2000.0
Warm Bodies,2013.0,Horror,Jonathan Levine,"['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton']",35000000,116980662,43.742241,6.4,97.0,1,2010.0
Looper,2012.0,Action,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']",30000000,47042000,46.377628,6.6,118.0,1,2010.0
Babe,1995.0,Fantasy,Chris Noonan,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann']",30000000,254134910,34.36645,6.0,89.0,1,1990.0
Hope Springs,2012.0,Drama,David Frankel,"['Meryl Streep', 'Steve Carell', 'Tommy Lee Jones']",30000000,114281051,12.967137,5.8,100.0,1,2010.0
Forgetting Sarah Marshall,2008.0,Comedy,Nicholas Stoller,"['Jason Segel', 'Kristen Bell', 'Mila Kunis']",30000000,105173115,50.670253,6.4,111.0,1,2000.0
Four Brothers,2005.0,Action,John Singleton,"['Mark Wahlberg', 'Tyrese Gibson', 'André Benjamin']",45000000,92374674,24.694551,6.7,109.0,1,2000.0
Baby Mama,2008.0,Comedy,Michael McCullers,"['Tina Fey', 'Amy Poehler', 'Dax Shepard']",30000000,63833449,11.409124,5.8,99.0,1,2000.0
Bride Wars,2009.0,Comedy,Gary Winick,"['Anne Hathaway', 'Kate Hudson', 'Bryan Greenberg']",30000000,114663461,33.385429,5.9,89.0,1,2000.0
Without a Paddle,2004.0,Action,Steven Brill,"['Seth Green', 'Matthew Lillard', 'Dax Shepard']",19000000,69631118,8.584398,5.3,95.0,1,2000.0
13 Going on 30,2004.0,Comedy,Gary Winick,"['Jennifer Garner', 'Mark Ruffalo', 'Judy Greer']",37000000,96455697,41.569541,6.3,98.0,1,2000.0
Midnight in Paris,2011.0,Fantasy,Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kurt Fuller']",30000000,151119219,43.753585,7.4,94.0,1,2010.0
Blow,2001.0,Crime,Ted Demme,"['Johnny Depp', 'Penélope Cruz', 'Ethan Suplee']",53000000,83282296,28.350529,7.4,124.0,1,2000.0
Message in a Bottle,1999.0,Romance,Luis Mandoki,"['Kevin Costner', 'Robin Wright', 'Paul Newman']",80000000,118880016,10.81051,5.8,131.0,1,1990.0
Star Trek V: The Final Frontier,1989.0,Science Fiction,William Shatner,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",30000000,70200000,19.578249,5.6,107.0,1,1980.0
The Naked Gun 33⅓: The Final Insult,1994.0,Comedy,Peter Segal,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",30000000,51132598,28.624038,6.3,83.0,1,1990.0
